pokedex_number,name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,classfication,height_m,weight_kg,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary
424,Ambipom,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Long Tail Pok̩mon,1.2,20.3,45,5120,"['Technician', 'Pickup', 'Skill Link']",800000,100,75,100,66,60,66,115,482,4,0
425,Drifloon,ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,Balloon Pok̩mon,0.4,1.2,125,7680,"['Aftermath', 'Unburden', 'Flare Boost']",1640000,70,90,50,34,60,44,70,348,4,0
426,Drifblim,ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,Blimp Pok̩mon,1.2,15,60,7680,"['Aftermath', 'Unburden', 'Flare Boost']",1640000,70,150,80,44,90,54,80,498,4,0
427,Buneary,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Rabbit Pok̩mon,0.4,5.5,190,5120,"['Run Away', 'Klutz', 'Limber']",1000000,0,55,66,44,44,56,85,350,4,0
428,Lopunny,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Rabbit Pok̩mon,1.2,33.3,60,5120,"['Cute Charm', 'Klutz', 'Limber']",1000000,140,65,136,94,54,96,135,580,4,0
429,Mismagius,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Magical Pok̩mon,0.9,4.4,45,6400,['Levitate'],800000,35,60,60,60,105,105,105,495,4,0
430,Honchkrow,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,50,Big Boss Pok̩mon,0.9,27.3,30,5120,"['Insomnia', 'Super Luck', 'Moxie']",1059860,35,100,125,52,105,52,71,505,4,0
431,Glameow,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,Catty Pok̩mon,0.5,3.9,190,5120,"['Limber', 'Own Tempo', 'Keen Eye']",800000,70,49,55,42,42,37,85,310,4,0
432,Purugly,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,Tiger Cat Pok̩mon,1,43.8,75,5120,"['Thick Fat', 'Own Tempo', 'Defiant']",800000,70,71,82,64,64,59,112,452,4,0
433,Chingling,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Bell Pok̩mon,0.2,0.6,120,6400,['Levitate'],800000,70,45,30,50,65,50,45,285,4,0
434,Stunky,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,Skunk Pok̩mon,0.4,19.2,225,5120,"['Stench', 'Aftermath', 'Keen Eye']",1000000,70,63,63,47,41,41,74,329,4,0
435,Skuntank,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,Skunk Pok̩mon,1,38,60,5120,"['Stench', 'Aftermath', 'Keen Eye']",1000000,70,103,93,67,71,61,84,479,4,0
436,Bronzor,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Bronze Pok̩mon,0.5,60.5,255,5120,"['Levitate', 'Heatproof', 'Heavy Metal']",1000000,70,57,24,86,24,86,23,300,4,0
437,Bronzong,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Bronze Bell Pok̩mon,1.3,187,90,5120,"['Levitate', 'Heatproof', 'Heavy Metal']",1000000,70,67,89,116,79,116,33,500,4,0
438,Bonsly,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Bonsai Pok̩mon,0.5,15,255,5120,"['Sturdy', 'Rock Head', 'Rattled']",1000000,70,50,80,95,10,45,10,290,4,0
439,Mime Jr.,psychic,fairy,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,Mime Pok̩mon,0.6,13,145,6400,"['Soundproof', 'Filter', 'Technician']",1000000,70,20,25,45,70,90,60,310,4,0
440,Happiny,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,Playhouse Pok̩mon,0.6,24.4,130,10240,"['Natural Cure', 'Serene Grace', 'Friend Guard']",800000,140,100,5,5,15,65,30,220,4,0
441,Chatot,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Music Note Pok̩mon,0.5,1.9,30,5120,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",1059860,35,76,65,45,92,42,91,411,4,0
442,Spiritomb,ghost,dark,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,Forbidden Pok̩mon,1,108,100,7680,"['Pressure', 'Infiltrator']",1000000,70,50,92,108,92,108,35,485,4,0
443,Gible,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,Land Shark Pok̩mon,0.7,20.5,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,58,70,45,40,45,42,300,4,0
444,Gabite,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,Cave Pok̩mon,1.4,56,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,68,90,65,50,55,82,410,4,0
445,Garchomp,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,Mach Pok̩mon,1.9,95,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,108,170,115,120,95,92,700,4,0
446,Munchlax,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,88.1,Big Eater Pok̩mon,0.6,105,50,10240,"['Pickup', 'Thick Fat', 'Gluttony']",1250000,70,135,85,40,40,85,5,390,4,0
447,Riolu,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,88.1,Emanation Pok̩mon,0.7,20.2,75,6400,"['Steadfast', 'Inner Focus', 'Prankster']",1059860,70,40,70,40,35,40,60,285,4,0
448,Lucario,fighting,steel,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,88.1,Aura Pok̩mon,1.2,54,45,6400,"['Steadfast', 'Inner Focus', 'Justified']",1059860,70,70,145,88,140,70,112,625,4,0
449,Hippopotas,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Hippo Pok̩mon,0.8,49.5,140,7680,"['Sand Stream', 'Sand Force']",1250000,70,68,72,78,38,42,32,330,4,0
450,Hippowdon,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Heavyweight Pok̩mon,2,300,60,7680,"['Sand Stream', 'Sand Force']",1250000,70,108,112,118,68,72,47,525,4,0
451,Skorupi,poison,bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,Scorpion Pok̩mon,0.8,12,120,5120,"['Battle Armor', 'Sniper', 'Keen Eye']",1250000,70,40,50,90,30,55,65,330,4,0
452,Drapion,poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,50,Ogre Scorp Pok̩mon,1.3,61.5,45,5120,"['Battle Armor', 'Sniper', 'Keen Eye']",1250000,70,70,90,110,60,75,95,500,4,0
453,Croagunk,poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,Toxic Mouth Pok̩mon,0.7,23,140,2560,"['Anticipation', 'Dry Skin', 'Poison Touch']",1000000,100,48,61,40,61,40,50,300,4,0
454,Toxicroak,poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,50,Toxic Mouth Pok̩mon,1.3,44.4,75,5120,"['Anticipation', 'Dry Skin', 'Poison Touch']",1000000,70,83,106,65,86,65,85,490,4,0
455,Carnivine,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Bug Catcher Pok̩mon,1.4,27,200,6400,['Levitate'],1250000,70,74,100,72,90,72,46,454,4,0
456,Finneon,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Wing Fish Pok̩mon,0.4,7,190,5120,"['Swift Swim', 'Storm Drain', 'Water Veil']",600000,70,49,49,56,49,61,66,330,4,0
457,Lumineon,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Neon Pok̩mon,1.2,24,75,5120,"['Swift Swim', 'Storm Drain', 'Water Veil']",600000,70,69,69,76,69,86,91,460,4,0
458,Mantyke,water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,Kite Pok̩mon,1,65,25,6400,"['Swift Swim', 'Water Absorb', 'Water Veil']",1250000,70,45,20,50,60,120,50,345,4,0
459,Snover,grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,Frosted Tree Pok̩mon,1,50.5,120,5120,"['Snow Warning', 'Soundproof']",1250000,70,60,62,50,62,60,40,334,4,0
460,Abomasnow,grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,50,Frosted Tree Pok̩mon,2.2,135.5,60,5120,"['Snow Warning', 'Soundproof']",1250000,70,90,132,105,132,105,30,594,4,0
461,Weavile,dark,ice,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,50,Sharp Claw Pok̩mon,1.1,34,45,5120,"['Pressure', 'Pickpocket']",1059860,35,70,120,65,45,85,125,510,4,0
462,Magnezone,electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,,Magnet Area Pok̩mon,1.2,180,30,5120,"['Magnet Pull', 'Sturdy', 'Analytic']",1000000,70,70,70,115,130,90,60,535,4,0
463,Lickilicky,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Licking Pok̩mon,1.7,140,30,5120,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1000000,70,110,85,95,80,95,50,515,4,0
464,Rhyperior,ground,rock,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,50,Drill Pok̩mon,2.4,282.8,30,5120,"['Lightningrod', 'Solid Rock', 'Reckless']",1250000,70,115,140,130,55,55,40,535,4,0
465,Tangrowth,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Vine Pok̩mon,2,128.6,30,5120,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",1000000,70,100,100,125,110,50,50,535,4,0
466,Electivire,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75.4,Thunderbolt Pok̩mon,1.8,138.6,30,6400,"['Motor Drive', 'Vital Spirit']",1000000,70,75,123,67,95,85,95,540,4,0
467,Magmortar,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75.4,Blast Pok̩mon,1.6,68,30,6400,"['Flame Body', 'Vital Spirit']",1000000,70,75,95,67,125,95,83,540,4,0
468,Togekiss,fairy,flying,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,88.1,Jubilee Pok̩mon,1.5,38,30,2560,"['Hustle', 'Serene Grace', 'Super Luck']",800000,70,85,50,95,120,115,80,545,4,0
469,Yanmega,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,Ogre Darner Pok̩mon,1.9,51.5,30,5120,"['Speed Boost', 'Tinted Lens', 'Frisk']",1000000,70,86,76,86,116,56,95,515,4,0
470,Leafeon,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Verdant Pok̩mon,1,25.5,45,8960,"['Leaf Guard', 'Chlorophyll']",1000000,35,65,110,130,60,65,95,525,4,0
471,Glaceon,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,88.1,Fresh Snow Pok̩mon,0.8,25.9,45,8960,"['Snow Cloak', 'Ice Body']",1000000,35,65,60,110,130,95,65,525,4,0
472,Gliscor,ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,50,Fang Scorp Pok̩mon,2,42.5,30,5120,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",1059860,70,75,95,125,45,75,95,510,4,0
473,Mamoswine,ice,ground,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,Twin Tusk Pok̩mon,2.5,291,50,5120,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1250000,70,110,130,80,70,60,80,530,4,0
474,Porygon-Z,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,Virtual Pok̩mon,0.9,34,30,5120,"['Adaptability', 'Download', 'Analytic']",1000000,70,85,80,70,135,75,90,535,4,0
475,Gallade,psychic,fighting,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,Blade Pok̩mon,1.6,52,45,5120,"['Steadfast', 'Justified']",1250000,35,68,165,95,65,115,110,618,4,0
476,Probopass,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,Compass Pok̩mon,1.4,340,60,5120,"['Sturdy', 'Magnet Pull', 'Sand Force']",1000000,70,60,55,145,75,150,40,525,4,0
477,Dusknoir,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Gripper Pok̩mon,2.2,106.6,45,6400,"['Pressure', 'Frisk']",800000,35,45,100,135,65,135,45,525,4,0
478,Froslass,ice,ghost,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,0,Snow Land Pok̩mon,1.3,26.6,75,5120,"['Snow Cloak', 'Cursed Body']",1000000,70,70,80,70,80,70,110,480,4,0
479,Rotom,electric,ghost,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,,Plasma Pok̩mon,0.3,0.3,45,5120,['Levitate'],1000000,70,50,65,107,105,107,86,520,4,0
480,Uxie,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Knowledge Pok̩mon,0.3,0.3,3,20480,['Levitate'],1250000,140,75,75,130,75,130,95,580,4,1
481,Mesprit,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Emotion Pok̩mon,0.3,0.3,3,20480,['Levitate'],1250000,140,80,105,105,105,105,80,580,4,1
482,Azelf,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Willpower Pok̩mon,0.3,0.3,3,20480,['Levitate'],1250000,140,75,125,70,125,70,115,580,4,1
483,Dialga,steel,dragon,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,,Temporal Pok̩mon,5.4,683,3,30720,"['Pressure', 'Telepathy']",1250000,0,100,120,120,150,100,90,680,4,1
484,Palkia,water,dragon,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,,Spatial Pok̩mon,4.2,336,3,30720,"['Pressure', 'Telepathy']",1250000,0,90,120,100,150,120,100,680,4,1
485,Heatran,fire,steel,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,50,Lava Dome Pok̩mon,1.7,430,3,2560,"['Flash Fire', 'Flame Body']",1250000,100,91,90,106,130,106,77,600,4,1
486,Regigigas,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,Colossal Pok̩mon,3.7,420,3,30720,['Slow Start'],1250000,0,110,160,110,80,110,100,670,4,1
487,Giratina,ghost,dragon,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,,Renegade Pok̩mon,4.5,750,3,30720,"['Pressure', 'Telepathy', 'Levitate']",1250000,0,150,120,100,120,100,90,680,4,1
488,Cresselia,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,Lunar Pok̩mon,1.5,85.6,3,30720,['Levitate'],1250000,100,120,70,120,75,130,85,600,4,1
489,Phione,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,Sea Drifter Pok̩mon,0.4,3.1,30,10240,['Hydration'],1250000,70,80,80,80,80,80,80,480,4,0
490,Manaphy,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,Seafaring Pok̩mon,0.3,1.4,3,2560,['Hydration'],1250000,70,100,100,100,100,100,100,600,4,1
491,Darkrai,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,,Pitch-Black Pok̩mon,1.5,50.5,3,30720,['Bad Dreams'],1250000,0,70,90,90,135,90,125,600,4,1
492,Shaymin,grass,grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,,Gratitude Pok̩mon,0.2,2.1,45,30720,"['Natural Cure', 'Serene Grace']",1059860,100,100,103,75,120,75,127,600,4,1
493,Arceus,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,Alpha Pok̩mon,3.2,320,3,30720,['Multitype'],1250000,0,120,120,120,120,120,120,720,4,1
494,Victini,psychic,fire,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,,Victory Pok̩mon,0.4,4,3,30720,['Victory Star'],1250000,100,100,100,100,100,100,100,600,5,1
495,Snivy,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Grass Snake Pok̩mon,0.6,8.1,45,5120,"['Overgrow', 'Contrary']",1059860,70,45,45,55,45,55,63,308,5,0
496,Servine,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Grass Snake Pok̩mon,0.8,16,45,5120,"['Overgrow', 'Contrary']",1059860,70,60,60,75,60,75,83,413,5,0
497,Serperior,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Regal Pok̩mon,3.3,63,45,5120,"['Overgrow', 'Contrary']",1059860,70,75,75,95,75,95,113,528,5,0
498,Tepig,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Fire Pig Pok̩mon,0.5,9.9,45,5120,"['Blaze', 'Thick Fat']",1059860,70,65,63,45,45,45,45,308,5,0
499,Pignite,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,Fire Pig Pok̩mon,1,55.5,45,5120,"['Blaze', 'Thick Fat']",1059860,70,90,93,55,70,55,55,418,5,0
500,Emboar,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,Mega Fire Pig Pok̩mon,1.6,150,45,5120,"['Blaze', 'Reckless']",1059860,70,110,123,65,100,65,65,528,5,0
501,Oshawott,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Sea Otter Pok̩mon,0.5,5.9,45,5120,"['Torrent', 'Shell Armor']",1059860,70,55,55,45,63,45,45,308,5,0
502,Dewott,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Discipline Pok̩mon,0.8,24.5,45,5120,"['Torrent', 'Shell Armor']",1059860,70,75,75,60,83,60,60,413,5,0
503,Samurott,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Formidable Pok̩mon,1.5,94.6,45,5120,"['Torrent', 'Shell Armor']",1059860,70,95,100,85,108,70,70,528,5,0
504,Patrat,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Scout Pok̩mon,0.5,11.6,255,3840,"['Run Away', 'Keen Eye', 'Analytic']",1000000,70,45,55,39,35,39,42,255,5,0
505,Watchog,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Lookout Pok̩mon,1.1,27,255,5120,"['Illuminate', 'Keen Eye', 'Analytic']",1000000,70,60,85,69,60,69,77,420,5,0
506,Lillipup,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Puppy Pok̩mon,0.4,4.1,255,3840,"['Vital Spirit', 'Pickup', 'Run Away']",1059860,70,45,60,45,25,45,55,275,5,0
507,Herdier,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Loyal Dog Pok̩mon,0.9,14.7,120,3840,"['Intimidate', 'Sand Rush', 'Scrappy']",1059860,70,65,80,65,35,65,60,370,5,0
508,Stoutland,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Big-Hearted Pok̩mon,1.2,61,45,3840,"['Intimidate', 'Sand Rush', 'Scrappy']",1059860,70,85,110,90,45,90,80,500,5,0
509,Purrloin,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,Devious Pok̩mon,0.4,10.1,255,5120,"['Limber', 'Unburden', 'Prankster']",1000000,70,41,50,37,50,37,66,281,5,0
510,Liepard,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,Cruel Pok̩mon,1.1,37.5,90,5120,"['Limber', 'Unburden', 'Prankster']",1000000,70,64,88,50,88,50,106,446,5,0
511,Pansage,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Grass Monkey Pok̩mon,0.6,10.5,190,5120,"['Gluttony', 'Overgrow']",1000000,70,50,53,48,53,48,64,316,5,0
512,Simisage,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Thorn Monkey Pok̩mon,1.1,30.5,75,5120,"['Gluttony', 'Overgrow']",1000000,70,75,98,63,98,63,101,498,5,0
513,Pansear,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,High Temp Pok̩mon,0.6,11,190,5120,"['Gluttony', 'Blaze']",1000000,70,50,53,48,53,48,64,316,5,0
514,Simisear,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Ember Pok̩mon,1,28,75,5120,"['Gluttony', 'Blaze']",1000000,70,75,98,63,98,63,101,498,5,0
515,Panpour,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Spray Pok̩mon,0.6,13.5,190,5120,"['Gluttony', 'Torrent']",1000000,70,50,53,48,53,48,64,316,5,0
516,Simipour,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Geyser Pok̩mon,1,29,75,5120,"['Gluttony', 'Torrent']",1000000,70,75,98,63,98,63,101,498,5,0
517,Munna,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Dream Eater Pok̩mon,0.6,23.3,190,2560,"['Forewarn', 'Synchronize', 'Telepathy']",800000,70,76,25,45,67,55,24,292,5,0
518,Musharna,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Drowsing Pok̩mon,1.1,60.5,75,2560,"['Forewarn', 'Synchronize', 'Telepathy']",800000,70,116,55,85,107,95,29,487,5,0
519,Pidove,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Tiny Pigeon Pok̩mon,0.3,2.1,255,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,50,55,50,36,30,43,264,5,0
520,Tranquill,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Wild Pigeon Pok̩mon,0.6,15,120,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,62,77,62,50,42,65,358,5,0
521,Unfezant,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Proud Pok̩mon,1.2,29,45,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,80,115,80,65,55,93,488,5,0
522,Blitzle,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Electrified Pok̩mon,0.8,29.8,190,5120,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1000000,70,45,60,32,50,32,76,295,5,0
523,Zebstrika,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Thunderbolt Pok̩mon,1.6,79.5,75,5120,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1000000,70,75,100,63,80,63,116,497,5,0
524,Roggenrola,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Mantle Pok̩mon,0.4,18,255,3840,"['Sturdy', 'Weak Armor', 'Sand Force']",1059860,70,55,75,85,25,25,15,280,5,0
525,Boldore,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Ore Pok̩mon,0.9,102,120,3840,"['Sturdy', 'Weak Armor', 'Sand Force']",1059860,70,70,105,105,50,40,20,390,5,0
526,Gigalith,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Compressed Pok̩mon,1.7,260,45,3840,"['Sturdy', 'Sand Stream', 'Sand Force']",1059860,70,85,135,130,60,80,25,515,5,0
527,Woobat,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,Bat Pok̩mon,0.4,2.1,190,3840,"['Unaware', 'Klutz', 'Simple']",1000000,70,65,45,43,55,43,72,323,5,0
528,Swoobat,psychic,flying,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,Courting Pok̩mon,0.9,10.5,45,3840,"['Unaware', 'Klutz', 'Simple']",1000000,70,67,57,55,77,55,114,425,5,0
529,Drilbur,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Mole Pok̩mon,0.3,8.5,120,5120,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1000000,70,60,85,40,30,45,68,328,5,0
530,Excadrill,ground,steel,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,50,Subterrene Pok̩mon,0.7,40.4,60,5120,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1000000,70,110,135,60,50,65,88,508,5,0
531,Audino,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Hearing Pok̩mon,1.1,31,255,5120,"['Healer', 'Regenerator', 'Klutz']",800000,70,103,60,126,80,126,50,545,5,0
